id_passenger,passenger_firstname,passenger_lastname,passenger_class,passenger_age,passenger_ticket_number,passenger_gender,ports_id,passenger_fare,survived,numberofsiblings,numberofparentchildren,home_destination
744,Dakic," Mr. Branko",Third,19,349228,Male,1,10.1708,0,0,0,Austria
745,Daly," Miss. Margaret Marcella "Maggie"",Third,30,382650,Female,3,6.95,1,0,0,"Co Athlone, Ireland New York, NY"
746,Daly," Mr. Eugene Patrick",Third,29,382651,Male,3,7.75,1,0,0,"Co Athlone, Ireland New York, NY"
747,Danbom," Master. Gilbert Sigvard Emanuel",Third,0.3333,347080,Male,1,14.4,0,0,2,"Stanton, IA"
748,Danbom," Mr. Ernst Gilbert",Third,34,347080,Male,1,14.4,0,1,1,"Stanton, IA"
749,Danbom," Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Third,28,347080,Female,1,14.4,0,1,1,"Stanton, IA"
750,Danoff," Mr. Yoto",Third,27,349219,Male,1,7.8958,0,0,0,"Bulgaria Chicago, IL"
751,Dantcheff," Mr. Ristiu",Third,25,349203,Male,1,7.8958,0,0,0,"Bulgaria Chicago, IL"
752,Davies," Mr. Alfred J",Third,24,"A/4 48871",Male,1,24.15,0,2,0,"West Bromwich, England Pontiac, MI"
753,Davies," Mr. Evan",Third,22,"SC/A4 23568",Male,1,8.05,0,0,0,
754,Davies," Mr. John Samuel",Third,21,"A/4 48871",Male,1,24.15,0,2,0,"West Bromwich, England Pontiac, MI"
755,Davies," Mr. Joseph",Third,17,"A/4 48873",Male,1,8.05,0,2,0,"West Bromwich, England Pontiac, MI"
756,Davison," Mr. Thomas Henry",Third,,386525,Male,1,16.1,0,1,0,"Liverpool, England Bedford, OH"
757,Davison," Mrs. Thomas Henry (Mary E Finck)",Third,,386525,Female,1,16.1,1,1,0,"Liverpool, England Bedford, OH"
758,"de Messemaeker"," Mr. Guillaume Joseph",Third,36.5,345572,Male,1,17.4,1,1,0,"Tampico, MT"
759,"de Messemaeker"," Mrs. Guillaume Joseph (Emma)",Third,36,345572,Female,1,17.4,1,1,0,"Tampico, MT"
760,"de Mulder"," Mr. Theodore",Third,30,345774,Male,1,9.5,1,0,0,"Belgium Detroit, MI"
761,"de Pelsmaeker"," Mr. Alfons",Third,16,345778,Male,1,9.5,0,0,0,
762,Dean," Master. Bertram Vere",Third,1,"C.A. 2315",Male,1,20.575,1,1,2,"Devon, England Wichita, KS"
763,Dean," Miss. Elizabeth Gladys "Millvina"",Third,0.1667,"C.A. 2315",Female,1,20.575,1,1,2,"Devon, England Wichita, KS"
764,Dean," Mr. Bertram Frank",Third,26,"C.A. 2315",Male,1,20.575,0,1,2,"Devon, England Wichita, KS"
765,Dean," Mrs. Bertram (Eva Georgetta Light)",Third,33,"C.A. 2315",Female,1,20.575,1,1,2,"Devon, England Wichita, KS"
766,Delalic," Mr. Redjo",Third,25,349250,Male,1,7.8958,0,0,0,
767,Demetri," Mr. Marinko",Third,,349238,Male,1,7.8958,0,0,0,
768,Denkoff," Mr. Mitto",Third,,349225,Male,1,7.8958,0,0,0,"Bulgaria Coon Rapids, IA"
769,Dennis," Mr. Samuel",Third,22,"A/5 21172",Male,1,7.25,0,0,0,
770,Dennis," Mr. William",Third,36,"A/5 21175",Male,1,7.25,0,0,0,
771,Devaney," Miss. Margaret Delia",Third,19,330958,Female,3,7.8792,1,0,0,"Kilmacowen, Co Sligo, Ireland New York, NY"
772,Dika," Mr. Mirko",Third,17,349232,Male,1,7.8958,0,0,0,
773,Dimic," Mr. Jovan",Third,42,315088,Male,1,8.6625,0,0,0,
774,Dintcheff," Mr. Valtcho",Third,43,349226,Male,1,7.8958,0,0,0,
775,Doharr," Mr. Tannous",Third,,2686,Male,2,7.2292,0,0,0,
776,Dooley," Mr. Patrick",Third,32,370376,Male,3,7.75,0,0,0,"Ireland New York, NY"
777,Dorking," Mr. Edward Arthur",Third,19,"A/5. 10482",Male,1,8.05,1,0,0,"England Oglesby, IL"
778,Dowdell," Miss. Elizabeth",Third,30,364516,Female,1,12.475,1,0,0,"Union Hill, NJ"
779,Doyle," Miss. Elizabeth",Third,24,368702,Female,3,7.75,0,0,0,"Ireland New York, NY"
780,Drapkin," Miss. Jennie",Third,23,"SOTON/OQ 392083",Female,1,8.05,1,0,0,"London New York, NY"
781,Drazenoic," Mr. Jozef",Third,33,349241,Male,2,7.8958,0,0,0,"Austria Niagara Falls, NY"
782,Duane," Mr. Frank",Third,65,336439,Male,3,7.75,0,0,0,
783,Duquemin," Mr. Joseph",Third,24,"S.O./P.P. 752",Male,1,7.55,1,0,0,"England Albion, NY"
784,Dyker," Mr. Adolf Fredrik",Third,23,347072,Male,1,13.9,0,1,0,"West Haven, CT"
785,Dyker," Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",Third,22,347072,Female,1,13.9,1,1,0,"West Haven, CT"
786,Edvardsson," Mr. Gustaf Hjalmar",Third,18,349912,Male,1,7.775,0,0,0,"Tofta, Sweden Joliet, IL"
787,Eklund," Mr. Hans Linus",Third,16,347074,Male,1,7.775,0,0,0,"Karberg, Sweden Jerome Junction, AZ"
788,Ekstrom," Mr. Johan",Third,45,347061,Male,1,6.975,0,0,0,"Effington Rut, SD"
789,Elias," Mr. Dibo",Third,,2674,Male,2,7.225,0,0,0,
790,Elias," Mr. Joseph",Third,39,2675,Male,2,7.2292,0,0,2,"Syria Ottawa, ON"
791,Elias," Mr. Joseph Jr",Third,17,2690,Male,2,7.2292,0,1,1,
792,Elias," Mr. Tannous",Third,15,2695,Male,2,7.2292,0,1,1,Syria
793,Elsbury," Mr. William James",Third,47,"A/5 3902",Male,1,7.25,0,0,0,"Illinois, USA"
794,Emanuel," Miss. Virginia Ethel",Third,5,364516,Female,1,12.475,1,0,0,"New York, NY"
795,Emir," Mr. Farred Chehab",Third,,2631,Male,2,7.225,0,0,0,
796,Everett," Mr. Thomas James",Third,40.5,"C.A. 6212",Male,1,15.1,0,0,0,
797,Farrell," Mr. James",Third,40.5,367232,Male,3,7.75,0,0,0,"Aughnacliff, Co Longford, Ireland New York, NY"
798,Finoli," Mr. Luigi",Third,,"SOTON/O.Q. 3101308",Male,1,7.05,1,0,0,"Italy Philadelphia, PA"
799,Fischer," Mr. Eberhard Thelander",Third,18,350036,Male,1,7.7958,0,0,0,
800,Fleming," Miss. Honora",Third,,364859,Female,3,7.75,0,0,0,
801,Flynn," Mr. James",Third,,364851,Male,3,7.75,0,0,0,
802,Flynn," Mr. John",Third,,368323,Male,3,6.95,0,0,0,
803,Foley," Mr. Joseph",Third,26,330910,Male,3,7.8792,0,0,0,"Ireland Chicago, IL"
804,Foley," Mr. William",Third,,365235,Male,3,7.75,0,0,0,Ireland
805,Foo," Mr. Choong",Third,,1601,Male,1,56.4958,1,0,0,"Hong Kong New York, NY"
806,Ford," Miss. Doolina Margaret "Daisy"",Third,21,"W./C. 6608",Female,1,34.375,0,2,2,"Rotherfield, Sussex, England Essex Co, MA"
807,Ford," Miss. Robina Maggie "Ruby"",Third,9,"W./C. 6608",Female,1,34.375,0,2,2,"Rotherfield, Sussex, England Essex Co, MA"
808,Ford," Mr. Arthur",Third,,"A/5 1478",Male,1,8.05,0,0,0,"Bridgwater, Somerset, England"
809,Ford," Mr. Edward Watson",Third,18,"W./C. 6608",Male,1,34.375,0,2,2,"Rotherfield, Sussex, England Essex Co, MA"
810,Ford," Mr. William Neal",Third,16,"W./C. 6608",Male,1,34.375,0,1,3,"Rotherfield, Sussex, England Essex Co, MA"
811,Ford," Mrs. Edward (Margaret Ann Watson)",Third,48,"W./C. 6608",Female,1,34.375,0,1,3,"Rotherfield, Sussex, England Essex Co, MA"
812,Fox," Mr. Patrick",Third,,368573,Male,3,7.75,0,0,0,"Ireland New York, NY"
813,Franklin," Mr. Charles (Charles Fardon)",Third,,"SOTON/O.Q. 3101314",Male,1,7.25,0,0,0,
814,Gallagher," Mr. Martin",Third,25,36864,Male,3,7.7417,0,0,0,"New York, NY"
815,Garfirth," Mr. John",Third,,358585,Male,1,14.5,0,0,0,
816,Gheorgheff," Mr. Stanio",Third,,349254,Male,2,7.8958,0,0,0,
817,Gilinski," Mr. Eliezer",Third,22,14973,Male,1,8.05,0,0,0,
818,Gilnagh," Miss. Katherine "Katie"",Third,16,35851,Female,3,7.7333,1,0,0,"Co Longford, Ireland New York, NY"
819,Glynn," Miss. Mary Agatha",Third,,335677,Female,3,7.75,1,0,0,"Co Clare, Ireland Washington, DC"
820,Goldsmith," Master. Frank John William "Frankie"",Third,9,363291,Male,1,20.525,1,0,2,"Strood, Kent, England Detroit, MI"
821,Goldsmith," Mr. Frank John",Third,33,363291,Male,1,20.525,0,1,1,"Strood, Kent, England Detroit, MI"
822,Goldsmith," Mr. Nathan",Third,41,"SOTON/O.Q. 3101263",Male,1,7.85,0,0,0,"Philadelphia, PA"
823,Goldsmith," Mrs. Frank John (Emily Alice Brown)",Third,31,363291,Female,1,20.525,1,1,1,"Strood, Kent, England Detroit, MI"
824,Goncalves," Mr. Manuel Estanslas",Third,38,"SOTON/O.Q. 3101306",Male,1,7.05,0,0,0,Portugal
825,Goodwin," Master. Harold Victor",Third,9,"CA 2144",Male,1,46.9,0,5,2,"Wiltshire, England Niagara Falls, NY"
826,Goodwin," Master. Sidney Leonard",Third,1,"CA 2144",Male,1,46.9,0,5,2,"Wiltshire, England Niagara Falls, NY"
827,Goodwin," Master. William Frederick",Third,11,"CA 2144",Male,1,46.9,0,5,2,"Wiltshire, England Niagara Falls, NY"
828,Goodwin," Miss. Jessie Allis",Third,10,"CA 2144",Female,1,46.9,0,5,2,"Wiltshire, England Niagara Falls, NY"
829,Goodwin," Miss. Lillian Amy",Third,16,"CA 2144",Female,1,46.9,0,5,2,"Wiltshire, England Niagara Falls, NY"
830,Goodwin," Mr. Charles Edward",Third,14,"CA 2144",Male,1,46.9,0,5,2,"Wiltshire, England Niagara Falls, NY"
831,Goodwin," Mr. Charles Frederick",Third,40,"CA 2144",Male,1,46.9,0,1,6,"Wiltshire, England Niagara Falls, NY"
832,Goodwin," Mrs. Frederick (Augusta Tyler)",Third,43,"CA 2144",Female,1,46.9,0,1,6,"Wiltshire, England Niagara Falls, NY"
833,Green," Mr. George Henry",Third,51,21440,Male,1,8.05,0,0,0,"Dorking, Surrey, England"
834,Gronnestad," Mr. Daniel Danielsen",Third,32,8471,Male,1,8.3625,0,0,0,"Foresvik, Norway Portland, ND"
835,Guest," Mr. Robert",Third,,376563,Male,1,8.05,0,0,0,
836,Gustafsson," Mr. Alfred Ossian",Third,20,7534,Male,1,9.8458,0,0,0,"Waukegan, Chicago, IL"
837,Gustafsson," Mr. Anders Vilhelm",Third,37,3101276,Male,1,7.925,0,2,0,"Ruotsinphytaa, Finland New York, NY"
838,Gustafsson," Mr. Johan Birger",Third,28,3101277,Male,1,7.925,0,2,0,"Ruotsinphytaa, Finland New York, NY"
839,Gustafsson," Mr. Karl Gideon",Third,19,347069,Male,1,7.775,0,0,0,"Myren, Sweden New York, NY"
840,Haas," Miss. Aloisia",Third,24,349236,Female,1,8.85,0,0,0,
841,Hagardon," Miss. Kate",Third,17,"AQ/3. 30631",Female,3,7.7333,0,0,0,
842,Hagland," Mr. Ingvald Olai Olsen",Third,,65303,Male,1,19.9667,0,1,0,
843,Hagland," Mr. Konrad Mathias Reiersen",Third,,65304,Male,1,19.9667,0,1,0,
844,Hakkarainen," Mr. Pekka Pietari",Third,28,"STON/O2. 3101279",Male,1,15.85,0,1,0,
845,Hakkarainen," Mrs. Pekka Pietari (Elin Matilda Dolck)",Third,24,"STON/O2. 3101279",Female,1,15.85,1,1,0,
846,Hampe," Mr. Leon",Third,20,345769,Male,1,9.5,0,0,0,
847,Hanna," Mr. Mansour",Third,23.5,2693,Male,2,7.2292,0,0,0,
848,Hansen," Mr. Claus Peter",Third,41,350026,Male,1,14.1083,0,2,0,
849,Hansen," Mr. Henrik Juul",Third,26,350025,Male,1,7.8542,0,1,0,
850,Hansen," Mr. Henry Damsgaard",Third,21,350029,Male,1,7.8542,0,0,0,
851,Hansen," Mrs. Claus Peter (Jennie L Howard)",Third,45,350026,Female,1,14.1083,1,1,0,
852,Harknett," Miss. Alice Phoebe",Third,,"W./C. 6609",Female,1,7.55,0,0,0,
853,Harmer," Mr. Abraham (David Lishin)",Third,25,374887,Male,1,7.25,0,0,0,
854,Hart," Mr. Henry",Third,,394140,Male,3,6.8583,0,0,0,
855,Hassan," Mr. Houssein G N",Third,11,2699,Male,2,18.7875,0,0,0,
856,Healy," Miss. Hanora "Nora"",Third,,370375,Female,3,7.75,1,0,0,
857,Hedman," Mr. Oskar Arvid",Third,27,347089,Male,1,6.975,1,0,0,
858,Hee," Mr. Ling",Third,,1601,Male,1,56.4958,1,0,0,
859,Hegarty," Miss. Hanora "Nora"",Third,18,365226,Female,3,6.75,0,0,0,
860,Heikkinen," Miss. Laina",Third,26,"STON/O2. 3101282",Female,1,7.925,1,0,0,
861,Heininen," Miss. Wendla Maria",Third,23,"STON/O2. 3101290",Female,1,7.925,0,0,0,
862,Hellstrom," Miss. Hilda Maria",Third,22,7548,Female,1,8.9625,1,0,0,
863,Hendekovic," Mr. Ignjac",Third,28,349243,Male,1,7.8958,0,0,0,
864,Henriksson," Miss. Jenny Lovisa",Third,28,347086,Female,1,7.775,0,0,0,
865,Henry," Miss. Delia",Third,,382649,Female,3,7.75,0,0,0,
866,Hirvonen," Miss. Hildur E",Third,2,3101298,Female,1,12.2875,1,0,1,
867,Hirvonen," Mrs. Alexander (Helga E Lindqvist)",Third,22,3101298,Female,1,12.2875,1,1,1,
868,Holm," Mr. John Fredrik Alexander",Third,43,"C 7075",Male,1,6.45,0,0,0,
869,Holthen," Mr. Johan Martin",Third,28,"C 4001",Male,1,22.525,0,0,0,
870,Honkanen," Miss. Eliina",Third,27,"STON/O2. 3101283",Female,1,7.925,1,0,0,
871,Horgan," Mr. John",Third,,370377,Male,3,7.75,0,0,0,
872,Howard," Miss. May Elizabeth",Third,,"A. 2. 39186",Female,1,8.05,1,0,0,
873,Humblen," Mr. Adolf Mathias Nicolai Olsen",Third,42,348121,Male,1,7.65,0,0,0,
874,Hyman," Mr. Abraham",Third,,3470,Male,1,7.8875,1,0,0,
875,"Ibrahim Shawah"," Mr. Yousseff",Third,30,2685,Male,2,7.2292,0,0,0,
876,Ilieff," Mr. Ylio",Third,,349220,Male,1,7.8958,0,0,0,
877,Ilmakangas," Miss. Ida Livija",Third,27,"STON/O2. 3101270",Female,1,7.925,0,1,0,
878,Ilmakangas," Miss. Pieta Sofia",Third,25,"STON/O2. 3101271",Female,1,7.925,0,1,0,
879,Ivanoff," Mr. Kanio",Third,,349201,Male,1,7.8958,0,0,0,
880,Jalsevac," Mr. Ivan",Third,29,349240,Male,2,7.8958,1,0,0,
881,Jansson," Mr. Carl Olof",Third,21,350034,Male,1,7.7958,1,0,0,
882,Jardin," Mr. Jose Neto",Third,,"SOTON/O.Q. 3101305",Male,1,7.05,0,0,0,
883,Jensen," Mr. Hans Peder",Third,20,350050,Male,1,7.8542,0,0,0,
884,Jensen," Mr. Niels Peder",Third,48,350047,Male,1,7.8542,0,0,0,
885,Jensen," Mr. Svend Lauritz",Third,17,350048,Male,1,7.0542,0,1,0,
886,Jermyn," Miss. Annie",Third,,14313,Female,3,7.75,1,0,0,
887,Johannesen-Bratthammer," Mr. Bernt",Third,,65306,Male,1,8.1125,1,0,0,
888,Johanson," Mr. Jakob Alfred",Third,34,3101264,Male,1,6.4958,0,0,0,
889,"Johansson Palmquist"," Mr. Oskar Leander",Third,26,347070,Male,1,7.775,1,0,0,
890,Johansson," Mr. Erik",Third,22,350052,Male,1,7.7958,0,0,0,
891,Johansson," Mr. Gustaf Joel",Third,33,7540,Male,1,8.6542,0,0,0,
892,Johansson," Mr. Karl Johan",Third,31,347063,Male,1,7.775,0,0,0,
893,Johansson," Mr. Nils",Third,29,347467,Male,1,7.8542,0,0,0,
894,Johnson," Master. Harold Theodor",Third,4,347742,Male,1,11.1333,1,1,1,
895,Johnson," Miss. Eleanor Ileen",Third,1,347742,Female,1,11.1333,1,1,1,
896,Johnson," Mr. Alfred",Third,49,LINE,Male,1,0,0,0,0,
897,Johnson," Mr. Malkolm Joackim",Third,33,347062,Male,1,7.775,0,0,0,
898,Johnson," Mr. William Cahoone Jr",Third,19,LINE,Male,1,0,0,0,0,
899,Johnson," Mrs. Oscar W (Elisabeth Vilhelmina Berg)",Third,27,347742,Female,1,11.1333,1,0,2,
900,Johnston," Master. William Arthur "Willie"",Third,,"W./C. 6607",Male,1,23.45,0,1,2,
901,Johnston," Miss. Catherine Helen "Carrie"",Third,,"W./C. 6607",Female,1,23.45,0,1,2,
902,Johnston," Mr. Andrew G",Third,,"W./C. 6607",Male,1,23.45,0,1,2,
903,Johnston," Mrs. Andrew G (Elizabeth "Lily" Watson)",Third,,"W./C. 6607",Female,1,23.45,0,1,2,
904,Jonkoff," Mr. Lalio",Third,23,349204,Male,1,7.8958,0,0,0,
905,Jonsson," Mr. Carl",Third,32,350417,Male,1,7.8542,1,0,0,
906,Jonsson," Mr. Nils Hilding",Third,27,350408,Male,1,7.8542,0,0,0,
907,Jussila," Miss. Katriina",Third,20,4136,Female,1,9.825,0,1,0,
908,Jussila," Miss. Mari Aina",Third,21,4137,Female,1,9.825,0,1,0,
909,Jussila," Mr. Eiriik",Third,32,"STON/O 2. 3101286",Male,1,7.925,1,0,0,
910,Kallio," Mr. Nikolai Erland",Third,17,"STON/O 2. 3101274",Male,1,7.125,0,0,0,
911,Kalvik," Mr. Johannes Halvorsen",Third,21,8475,Male,1,8.4333,0,0,0,
912,Karaic," Mr. Milan",Third,30,349246,Male,1,7.8958,0,0,0,
913,Karlsson," Mr. Einar Gervasius",Third,21,350053,Male,1,7.7958,1,0,0,
914,Karlsson," Mr. Julius Konrad Eugen",Third,33,347465,Male,1,7.8542,0,0,0,
915,Karlsson," Mr. Nils August",Third,22,350060,Male,1,7.5208,0,0,0,
916,Karun," Miss. Manca",Third,4,349256,Female,2,13.4167,1,0,1,
917,Karun," Mr. Franz",Third,39,349256,Male,2,13.4167,1,0,1,
918,Kassem," Mr. Fared",Third,,2700,Male,2,7.2292,0,0,0,
919,Katavelas," Mr. Vassilios ("Catavelas Vassilios")",Third,18.5,2682,Male,2,7.2292,0,0,0,
920,Keane," Mr. Andrew "Andy"",Third,,12460,Male,3,7.75,0,0,0,
921,Keefe," Mr. Arthur",Third,,323592,Male,1,7.25,0,0,0,
922,Kelly," Miss. Anna Katherine "Annie Kate"",Third,,9234,Female,3,7.75,1,0,0,
923,Kelly," Miss. Mary",Third,,14312,Female,3,7.75,1,0,0,
924,Kelly," Mr. James",Third,34.5,330911,Male,3,7.8292,0,0,0,
925,Kelly," Mr. James",Third,44,363592,Male,1,8.05,0,0,0,
926,Kennedy," Mr. John",Third,,368783,Male,3,7.75,1,0,0,
927,Khalil," Mr. Betros",Third,,2660,Male,2,14.4542,0,1,0,
928,Khalil," Mrs. Betros (Zahie "Maria" Elias)",Third,,2660,Female,2,14.4542,0,1,0,
929,Kiernan," Mr. John",Third,,367227,Male,3,7.75,0,1,0,
930,Kiernan," Mr. Philip",Third,,367229,Male,3,7.75,0,1,0,
931,Kilgannon," Mr. Thomas J",Third,,36865,Male,3,7.7375,0,0,0,
932,Kink," Miss. Maria",Third,22,315152,Female,1,8.6625,0,2,0,
933,Kink," Mr. Vincenz",Third,26,315151,Male,1,8.6625,0,2,0,
934,Kink-Heilmann," Miss. Luise Gretchen",Third,4,315153,Female,1,22.025,1,0,2,
935,Kink-Heilmann," Mr. Anton",Third,29,315153,Male,1,22.025,1,3,1,
936,Kink-Heilmann," Mrs. Anton (Luise Heilmann)",Third,26,315153,Female,1,22.025,1,1,1,
937,Klasen," Miss. Gertrud Emilia",Third,1,350405,Female,1,12.1833,0,1,1,
938,Klasen," Mr. Klas Albin",Third,18,350404,Male,1,7.8542,0,1,1,
939,Klasen," Mrs. (Hulda Kristina Eugenia Lofqvist)",Third,36,350405,Female,1,12.1833,0,0,2,
940,Kraeff," Mr. Theodor",Third,,349253,Male,2,7.8958,0,0,0,
941,Krekorian," Mr. Neshan",Third,25,2654,Male,2,7.2292,1,0,0,
942,Lahoud," Mr. Sarkis",Third,,2624,Male,2,7.225,0,0,0,
943,Laitinen," Miss. Kristina Sofia",Third,37,4135,Female,1,9.5875,0,0,0,
944,Laleff," Mr. Kristo",Third,,349217,Male,1,7.8958,0,0,0,
945,Lam," Mr. Ali",Third,,1601,Male,1,56.4958,1,0,0,
946,Lam," Mr. Len",Third,,1601,Male,1,56.4958,0,0,0,
947,Landergren," Miss. Aurora Adelia",Third,22,"C 7077",Female,1,7.25,1,0,0,
948,Lane," Mr. Patrick",Third,,7935,Male,3,7.75,0,0,0,
949,Lang," Mr. Fang",Third,26,1601,Male,1,56.4958,1,0,0,
950,Larsson," Mr. August Viktor",Third,29,7545,Male,1,9.4833,0,0,0,
951,Larsson," Mr. Bengt Edvin",Third,29,347067,Male,1,7.775,0,0,0,
952,Larsson-Rondberg," Mr. Edvard A",Third,22,347065,Male,1,7.775,0,0,0,
953,Leeni," Mr. Fahim ("Philip Zenni")",Third,22,2620,Male,2,7.225,1,0,0,
954,Lefebre," Master. Henry Forbes",Third,,4133,Male,1,25.4667,0,3,1,
955,Lefebre," Miss. Ida",Third,,4133,Female,1,25.4667,0,3,1,
956,Lefebre," Miss. Jeannie",Third,,4133,Female,1,25.4667,0,3,1,
957,Lefebre," Miss. Mathilde",Third,,4133,Female,1,25.4667,0,3,1,
958,Lefebre," Mrs. Frank (Frances)",Third,,4133,Female,1,25.4667,0,0,4,
959,Leinonen," Mr. Antti Gustaf",Third,32,"STON/O 2. 3101292",Male,1,7.925,0,0,0,
960,Lemberopolous," Mr. Peter L",Third,34.5,2683,Male,2,6.4375,0,0,0,
961,Lennon," Miss. Mary",Third,,370371,Female,3,15.5,0,1,0,
962,Lennon," Mr. Denis",Third,,370371,Male,3,15.5,0,1,0,
963,Leonard," Mr. Lionel",Third,36,LINE,Male,1,0,0,0,0,
964,Lester," Mr. James",Third,39,"A/4 48871",Male,1,24.15,0,0,0,
965,Lievens," Mr. Rene Aime",Third,24,345781,Male,1,9.5,0,0,0,
966,Lindahl," Miss. Agda Thorilda Viktoria",Third,25,347071,Female,1,7.775,0,0,0,
967,Lindblom," Miss. Augusta Charlotta",Third,45,347073,Female,1,7.75,0,0,0,
968,Lindell," Mr. Edvard Bengtsson",Third,36,349910,Male,1,15.55,0,1,0,
969,Lindell," Mrs. Edvard Bengtsson (Elin Gerda Persson)",Third,30,349910,Female,1,15.55,0,1,0,
970,Lindqvist," Mr. Eino William",Third,20,"STON/O 2. 3101285",Male,1,7.925,1,1,0,
971,Linehan," Mr. Michael",Third,,330971,Male,3,7.8792,0,0,0,
972,Ling," Mr. Lee",Third,28,1601,Male,1,56.4958,0,0,0,
973,Lithman," Mr. Simon",Third,,"S.O./P.P. 251",Male,1,7.55,0,0,0,
974,Lobb," Mr. William Arthur",Third,30,"A/5. 3336",Male,1,16.1,0,1,0,
975,Lobb," Mrs. William Arthur (Cordelia K Stanlick)",Third,26,"A/5. 3336",Female,1,16.1,0,1,0,
976,Lockyer," Mr. Edward",Third,,1222,Male,1,7.8792,0,0,0,
977,Lovell," Mr. John Hall ("Henry")",Third,20.5,"A/5 21173",Male,1,7.25,0,0,0,
978,Lulic," Mr. Nikola",Third,27,315098,Male,1,8.6625,1,0,0,
979,Lundahl," Mr. Johan Svensson",Third,51,347743,Male,1,7.0542,0,0,0,
980,Lundin," Miss. Olga Elida",Third,23,347469,Female,1,7.8542,1,0,0,
981,Lundstrom," Mr. Thure Edvin",Third,32,350403,Male,1,7.5792,1,0,0,
982,Lyntakoff," Mr. Stanko",Third,,349235,Male,1,7.8958,0,0,0,
983,MacKay," Mr. George William",Third,,"C.A. 42795",Male,1,7.55,0,0,0,
984,Madigan," Miss. Margaret "Maggie"",Third,,370370,Female,3,7.75,1,0,0,
985,Madsen," Mr. Fridtjof Arne",Third,24,"C 17369",Male,1,7.1417,1,0,0,
986,Maenpaa," Mr. Matti Alexanteri",Third,22,"STON/O 2. 3101275",Male,1,7.125,0,0,0,
987,Mahon," Miss. Bridget Delia",Third,,330924,Female,3,7.8792,0,0,0,
988,Mahon," Mr. John",Third,,"AQ/4 3130",Male,3,7.75,0,0,0,
989,Maisner," Mr. Simon",Third,,"A/S 2816",Male,1,8.05,0,0,0,
990,Makinen," Mr. Kalle Edvard",Third,29,"STON/O 2. 3101268",Male,1,7.925,0,0,0,
991,Mamee," Mr. Hanna",Third,,2677,Male,2,7.2292,1,0,0,
992,Mangan," Miss. Mary",Third,30.5,364850,Female,3,7.75,0,0,0,
993,Mannion," Miss. Margareth",Third,,36866,Female,3,7.7375,1,0,0,
994,Mardirosian," Mr. Sarkis",Third,,2655,Male,2,7.2292,0,0,0,
995,Markoff," Mr. Marin",Third,35,349213,Male,2,7.8958,0,0,0,
996,Markun," Mr. Johann",Third,33,349257,Male,1,7.8958,0,0,0,
997,Masselmani," Mrs. Fatima",Third,,2649,Female,2,7.225,1,0,0,
998,Matinoff," Mr. Nicola",Third,,349255,Male,2,7.8958,0,0,0,
999,McCarthy," Miss. Catherine "Katie"",Third,,383123,Female,3,7.75,1,0,0,
1000,McCormack," Mr. Thomas Joseph",Third,,367228,Male,3,7.75,1,0,0,
1001,McCoy," Miss. Agnes",Third,,367226,Female,3,23.25,1,2,0,
1002,McCoy," Miss. Alicia",Third,,367226,Female,3,23.25,1,2,0,
1003,McCoy," Mr. Bernard",Third,,367226,Male,3,23.25,1,2,0,
1004,McDermott," Miss. Brigdet Delia",Third,,330932,Female,3,7.7875,1,0,0,
1005,McEvoy," Mr. Michael",Third,,36568,Male,3,15.5,0,0,0,
1006,McGovern," Miss. Mary",Third,,330931,Female,3,7.8792,1,0,0,
1007,McGowan," Miss. Anna "Annie"",Third,15,330923,Female,3,8.0292,1,0,0,
1008,McGowan," Miss. Katherine",Third,35,9232,Female,3,7.75,0,0,0,
1009,McMahon," Mr. Martin",Third,,370372,Male,3,7.75,0,0,0,
1010,McNamee," Mr. Neal",Third,24,376566,Male,1,16.1,0,1,0,
1011,McNamee," Mrs. Neal (Eileen O'Leary)",Third,19,376566,Female,1,16.1,0,1,0,
1012,McNeill," Miss. Bridget",Third,,370368,Female,3,7.75,0,0,0,
1013,Meanwell," Miss. (Marion Ogden)",Third,,"SOTON/O.Q. 392087",Female,1,8.05,0,0,0,
1014,Meek," Mrs. Thomas (Annie Louise Rowley)",Third,,343095,Female,1,8.05,0,0,0,
1015,Meo," Mr. Alfonzo",Third,55.5,"A.5. 11206",Male,1,8.05,0,0,0,
1016,Mernagh," Mr. Robert",Third,,368703,Male,3,7.75,0,0,0,
1017,Midtsjo," Mr. Karl Albert",Third,21,345501,Male,1,7.775,1,0,0,
1018,Miles," Mr. Frank",Third,,359306,Male,1,8.05,0,0,0,
1019,Mineff," Mr. Ivan",Third,24,349233,Male,1,7.8958,0,0,0,
1020,Minkoff," Mr. Lazar",Third,21,349211,Male,1,7.8958,0,0,0,
1021,Mionoff," Mr. Stoytcho",Third,28,349207,Male,1,7.8958,0,0,0,
1022,Mitkoff," Mr. Mito",Third,,349221,Male,1,7.8958,0,0,0,
1023,Mockler," Miss. Helen Mary "Ellie"",Third,,330980,Female,3,7.8792,1,0,0,
1024,Moen," Mr. Sigurd Hansen",Third,25,348123,Male,1,7.65,0,0,0,
1025,Moor," Master. Meier",Third,6,392096,Male,1,12.475,1,0,1,
1026,Moor," Mrs. (Beila)",Third,27,392096,Female,1,12.475,1,0,1,
1027,Moore," Mr. Leonard Charles",Third,,"A4. 54510",Male,1,8.05,0,0,0,
